,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.2892010806680945,-1.1465523964714364,-1.2150366408475293,-0.34322193944529966,-0.33743411384228256,0.8816796717743225,1.0876395332916255,-0.5692632526954358,-0.336524565011214,-0.049033109269706714,-0.2273709103297903,-0.2273709103297903,-0.9408472457022461,3.7609100553515553,-0.4359658181626096,-0.13387988552828414,-0.6155997370004195,-0.11238333888455623,-0.6165969128213815,-0.11238333888455623,1.2647942446168536,-0.16166215578627316,-0.27526266425556195,0.9666392311037522,-0.2273709103297903,-1.4109645576989536,-0.27526266425556195,-1.0541992171503252,-0.27526266425556195,-0.6495850323779994,-0.10898737522495967
1,-0.7756882942590667,-0.02006091021349111,1.29221226031993,0.7448954139171287,-0.7997436591542386,0.0022465782117283488,-0.24605665282501593,0.10335697018352437,-0.8006135277138575,0.34534482108307646,-0.2273709103297903,-0.2273709103297903,-0.7101904684568188,-0.2658930911089081,3.5040549248032353,-0.13387988552828414,2.8409564245014476,-0.11238333888455623,2.844499375888095,-0.11238333888455623,1.0118923334592151,-0.16166215578627316,-0.27526266425556195,-0.2606819351695696,-0.2273709103297903,-0.7635656520047298,-0.27526266425556195,-0.755859640549153,-0.27526266425556195,0.9918304281032202,-0.10898737522495967
2,1.2892636953795056,1.2088388929769944,0.08216921785149747,1.6046210163343702,2.270762237626003,-1.2876400873463667,-1.0160255850160662,1.1289022844538297,2.2620317655873334,0.3628770104636839,-0.2273709103297903,-0.2273709103297903,0.5642464724850882,-0.2658930911089081,-0.42217257684462905,-0.13387988552828414,-0.4488641893212941,-0.11238333888455623,-0.4521742862793636,-0.11238333888455623,-0.15467971751789758,-0.16166215578627316,-0.27526266425556195,-1.039558829150716,-0.2273709103297903,0.3231396539820031,-0.27526266425556195,-0.7369351151677355,-0.27526266425556195,-0.061615315190696796,-0.10898737522495967
3,-0.7756353125801803,-0.8393274456738149,0.154745185799228,-1.2266618067310824,1.4825594863195202,-1.0160207343346068,-0.909779871970222,0.967335927680521,1.4865291099333557,-0.13752892233372482,-0.2273709103297903,-0.2273709103297903,1.513667045490257,-0.2658930911089081,-0.4307467538801305,-0.13387988552828414,-0.6284255483603521,-0.11238333888455623,-0.6330391754755833,-0.11238333888455623,-1.073308718340484,-0.16166215578627316,-0.27526266425556195,-0.6619215472204633,-0.2273709103297903,1.2017524545670213,-0.27526266425556195,0.43304583635402427,-0.27526266425556195,0.42835944913205526,-0.10898737522495967
4,-0.7756876061853148,0.7992056252468326,1.312377938296944,0.7902531205248445,0.43308179501097754,-0.2652605198301333,-0.3948006510891959,0.425343823043813,0.43344986922487155,0.26821603190318843,-0.2273709103297903,-0.2273709103297903,-0.04384866752558397,-0.2658930911089081,-0.4437944145863283,-0.13387988552828414,-0.3312942518552443,-0.11238333888455623,-0.32885731637285026,-0.11238333888455623,0.002764119330222349,-0.16166215578627316,-0.27526266425556195,-0.49670523637597763,-0.2273709103297903,-0.023681188354188226,-0.27526266425556195,-0.19591633073426734,-0.27526266425556195,-0.35560017378434783,-0.10898737522495967
5,-0.7756876061853148,0.2871640405841303,1.3143228514013268,0.8032124652699064,-0.7121850331481863,-0.04870047141534202,-0.2673057954341883,0.17096275067732228,-0.7128368496095102,0.3386016713213043,-0.2273709103297903,-0.2273709103297903,-0.5307907528214862,-0.2658930911089081,2.8360146966459077,-0.13387988552828414,2.764001556341851,-0.11238333888455623,2.762288062617086,-0.11238333888455623,0.7899833035709102,-0.16166215578627316,-0.27526266425556195,-0.3078865954108512,-0.2273709103297903,-0.555473146603015,-0.27526266425556195,-0.5955577784947922,-0.27526266425556195,-0.5270913412973112,-0.10898737522495967
6,-0.7756882942590667,-1.0441440795388959,1.3149370344869211,0.7968663943895927,-0.6421381323433445,-0.13964727074961603,-0.27980529108663793,0.30502845097858117,-0.6426225923184937,0.27759222109574755,-0.2273709103297903,-0.2273709103297903,-0.2780002444262451,-0.2658930911089081,-0.06242993165946111,-0.13387988552828414,0.15608657982219906,-0.11238333888455623,0.15618943192610257,-0.11238333888455623,0.46393819261767577,-0.16166215578627316,-0.27526266425556195,-0.331488925531492,-0.2273709103297903,-0.1855309147777442,-0.27526266425556195,-0.3072370682720181,-0.27526266425556195,1.0408279045354953,-0.10898737522495967
7,-0.7756876061853148,-1.0441440795388959,1.2951296299765038,0.7995384242339353,0.5941896668621137,-0.3313653693462492,-0.4247994406550821,0.49982476765562034,0.5943935585784624,0.056866452227075356,-0.2273709103297903,-0.2273709103297903,0.3161156969634922,-0.2658930911089081,-0.44081209213919736,-0.13387988552828414,-0.4317631075080506,-0.11238333888455623,-0.4275108922980609,-0.11238333888455623,-0.3530341576415318,-0.16166215578627316,-0.27526266425556195,-0.449500576134696,-0.2273709103297903,0.34626104347108255,-0.27526266425556195,0.1135553196206798,-0.27526266425556195,-0.061615315190696796,-0.10898737522495967
8,-0.775633248358925,-0.9417357626063553,-0.9982811935565319,-0.9882499438696111,-0.736701448429881,1.8366210647842003,1.7301136098276593,-2.3430555951428453,-0.7370876921062638,-0.07452863741659727,-0.2273709103297903,-0.2273709103297903,-1.1575248243267386,-0.2658930911089081,-0.06056598013000428,7.469381946765519,0.0043144787296617035,-0.11238333888455623,0.008209068038286513,-0.11238333888455623,0.7118812427722131,-0.16166215578627316,-0.27526266425556195,1.8635277756881026,-0.2273709103297903,-1.4572073366771126,-0.27526266425556195,-0.45974647869873647,-0.27526266425556195,-1.5560383463750909,-0.10898737522495967
9,1.2892003925943427,1.8232887945722371,-1.2800888659967298,-0.16192471450665216,0.5871849767816295,-0.24912026994827913,-0.4547982302209683,0.36117562460902186,0.5893152468818594,-10.66223707050756,4.398099996826988,4.398099996826988,1.2154441415769768,-0.2658930911089081,-0.4195630447033895,-0.13387988552828414,-0.7203438631065366,-0.11238333888455623,-0.7234716200736931,-0.11238333888455623,-1.481175035844703,-0.16166215578627316,2.8512624305805296,-0.47310290625533685,4.398099996826988,1.0861455071216242,2.8512624305805296,1.3948570086801904,2.8512624305805296,1.9962786949648625,-0.10898737522495967
