nitrate_mu_mol_kg_pow_minus_1,predict
1.26,0.8404902600405588
5.49,6.108499625719582
15.36,16.14726466305059
4.81,5.664773195590425
24.08,23.677202581491546
9.51,10.062241183936958
8.87,9.456483690875837
10.25,8.145221654246134
21.68,21.994858073646487
7.42,9.506008742635665
9.09,9.64819597025663
16.57,17.647827800636698
0.26,1.0958110429075578
17.54,18.02452368922126
9.94,10.413956576842967
8.16,8.820308688441543
18.18,20.771172182052545
7.9,9.029853513360408
18.41,20.251120642960323
6.85,10.051023529066917
9.87,11.090437203971526
16.44,17.14955127969752
3.05,2.0350059058300705
19.2,20.700203427947656
17.15,17.93853557210058
4.41,5.031445255590882
7.48,7.987526467866653
20.84,21.856064318413516
0.34,1.58394783878264
3.36,4.270479598575914
18.57,20.565953788670747
0.14,1.207401802786043
8.23,9.681878729895866
11.39,12.743717314267201
5.27,6.318116855127637
0.4,1.505595585135124
26.91,26.738922637872697
15.62,15.883624484611307
5.57,5.816354251493607
16.85,16.954485292378955
2.62,4.925970203077839
4.85,4.935548004522381
20.0,21.396351081504193
16.52,16.388715550666493
12.34,13.295566254978686
9.51,9.853013165698778
16.97,17.84451770944314
5.36,4.101739560127596
10.06,10.917228705860152
16.71,17.608999276244568
5.26,6.348416581413989
5.93,7.234771573068815
8.32,4.749180418478013
5.69,5.686896215615267
19.14,20.79300745495767
0.5,4.245233575752193
9.85,10.896048666928365
3.56,4.523317396277921
5.41,7.361717241014621
7.2,8.19208710512691
10.71,11.932868900581655
16.31,16.590655184931734
7.87,8.41298118273668
24.67,24.34951794540288
16.78,17.420649709636475
17.96,16.615146128978772
3.83,3.505071949078653
6.82,6.861712026203477
0.06,1.3230697268353389
20.0,21.243338645955436
10.49,11.06001079058829
17.12,17.247162113774902
16.25,17.14635248572444
3.53,4.1871489668742035
0.07,1.155319353954317
1.3,0.28056595560786235
9.84,10.66907743047971
8.79,8.859140915939165
2.42,3.539144531458554
1.77,0.7874951941666684
21.11,18.421408120973755
18.01,17.827315731800084
19.97,20.91502846545016
16.57,17.400792335906655
28.13,27.42707997808543
2.85,1.987139420561327
17.86,17.90326909025341
7.79,10.509960448279621
13.16,12.448397730563315
0.73,2.574867340436077
5.04,6.106746043354762
16.18,16.008353464457542
14.87,14.10602690844676
14.59,15.560655353622096
5.65,5.971596373108937
3.97,6.647307453950477
4.62,5.2390672773730405
24.81,24.473521951615844
16.82,17.801138815280062
28.16,27.879265654539143
4.99,4.90778107866493
11.21,12.760169762767328
0.66,3.283207095218309
19.29,21.942052145800993
17.42,18.016013596230216
17.84,18.614822056165558
9.53,9.838796403487914
0.16,2.498593427287947
6.34,6.1081602559001515
15.21,16.062537944130163
4.79,5.203324889882886
9.47,10.903154518403204
16.79,17.398400932054926
0.21,-0.22915861064262089
4.89,4.698180573806979
8.84,9.482982786055288
16.39,16.78585756730125
15.84,16.077684695072946
3.01,3.9344513379534547
17.41,18.58888576766831
4.48,3.4771485821633306
0.55,0.6154180193251317
18.41,20.63195239295203
30.87,32.42633854315014
27.59,26.917781283568132
16.19,17.64551365321031
16.4,16.21801192527283
18.06,20.416207800791426
3.61,4.631834095361666
5.65,5.509624711282884
7.83,8.196672182779286
7.15,10.212177841624882
18.12,16.684648249998393
8.96,9.261531069840746
1.0,2.7788342797214813
29.23,29.70203712564737
16.66,17.39210400387467
17.96,17.508657909115374
6.14,8.442851172079525
9.27,9.636239226129803
16.87,17.737156791149093
16.6,17.233433690304267
2.35,4.815962596871343
0.03,1.1069874326360623
21.39,21.780462149847622
9.85,10.410252167220996
0.49,1.2848135348924696
9.85,10.939362694848194
20.81,22.856603830480786
16.43,16.702564788213706
